the-decis	5	1	3	2	7	5	1	3	2	7
protect-it	5	0	1	0	20	5	0	1	0	20
app-avail	2	10	2	13	29	2	10	2	17	29
high-end	0	1	0	2	15	0	1	0	2	15
have-internet	0	6	0	0	15	0	12	0	0	15
an-upgrad	2	1	12	4	23	2	1	12	4	26
of-review	0	1	2	9	11	0	1	2	9	11
disappear	0	1	2	9	11	0	1	5	17	11
voic-dictat	0	3	0	0	13	0	3	0	0	16
two-ipad	0	3	0	0	13	0	3	0	0	13
long-as	11	8	7	22	50	11	8	7	22	55
of-usag	8	0	0	6	12	9	0	0	6	14
app-look	1	0	1	5	4	1	0	1	5	4
better-option	1	0	1	5	4	1	0	1	5	4
s-flash	4	2	1	0	4	4	2	1	0	4
cover-the	6	2	0	2	7	8	2	0	2	7
check-email	3	7	3	22	43	5	7	3	22	43
nano	5	0	0	6	8	5	0	0	6	8
email-me	5	0	0	6	8	7	0	0	6	14
is-absolut	10	5	0	7	20	10	5	0	7	20
appl-fanboy	0	6	1	0	18	0	6	1	0	19
a500	5	4	3	2	10	9	4	6	2	14
inferior	1	1	6	6	11	1	1	6	6	11
a-shot	1	5	0	1	5	1	5	0	1	5
day-and	14	3	7	24	52	15	3	7	26	52
clue	3	1	1	6	7	3	1	1	6	7
was-fulli	3	1	1	6	7	3	1	1	6	7
offer-me	5	0	0	3	5	5	0	0	3	5
store-for	6	0	4	5	11	6	0	4	5	14
awar-of	9	2	4	2	15	15	2	4	2	15
a-laptop	8	15	8	43	113	8	18	8	50	130
my-case	6	3	3	12	21	7	3	3	12	21
do-busi	0	0	0	5	19	0	0	0	5	24
worker	6	1	0	0	6	11	1	0	0	6
a-featur	4	0	2	6	8	6	0	3	6	8
ve-read	7	1	1	9	15	7	1	2	9	17
simpli	33	21	15	53	149	35	23	22	73	198
ipad-as	18	0	9	19	50	18	0	9	36	63
durabl	2	1	0	13	39	2	1	0	14	40
scare	2	0	9	3	14	2	0	9	4	14
some-money	5	0	6	1	10	5	0	6	1	10
my-item	0	0	3	4	4	0	0	3	4	4
same-speed	0	0	3	4	4	0	0	3	4	4
great-to	0	1	1	5	24	0	1	1	5	24
the-technolog	1	4	0	6	8	1	4	0	6	8
transcrib	0	0	6	0	7	0	0	6	0	7
born-to	0	0	6	0	7	0	0	6	0	7
transcript	0	0	6	0	7	0	0	6	0	16
is-instal	2	0	2	4	4	2	0	2	4	4
samsung-note	2	0	2	4	4	2	0	2	13	4
would-definit	4	0	10	7	20	4	0	10	7	20
lug-around	0	0	0	3	15	0	0	0	3	15
the-hotspot	0	0	0	3	15	0	0	0	6	15
con-is	0	0	0	3	15	0	0	0	3	15
son-is	0	0	0	3	15	0	0	0	3	15
love-love	0	0	0	3	15	0	0	0	4	27
cours-i	1	1	0	5	4	1	1	0	5	4
screen-when	1	1	0	5	4	1	1	0	7	4
websit-that	0	2	2	0	16	0	2	2	0	16
exact-as	0	0	0	10	26	0	0	0	10	26
friend	31	6	19	73	205	32	9	20	93	242
it-perform	2	2	0	9	11	2	2	0	9	11
pretti-sure	4	3	1	0	5	4	3	1	0	5
screen-display	0	5	4	5	11	0	5	4	5	11
the-abil	4	1	8	21	72	4	1	9	27	96
head	11	4	6	9	27	11	4	6	14	48
monitor	2	1	0	9	34	2	3	0	11	37
store-was	4	2	2	1	5	4	2	2	1	5
book-on	3	1	0	20	41	3	1	0	22	41
perform-is	1	4	1	12	18	1	6	1	14	19
upgrad-is	0	1	1	0	12	0	1	1	0	12
NUM-tablet	5	6	8	23	47	7	6	11	30	52
heavi-duti	0	1	6	0	7	0	1	6	0	7
flash-and	3	0	5	5	9	3	0	5	5	9
with-adob	0	0	0	6	5	0	0	0	6	5
to-laptop	0	0	0	6	5	0	0	0	6	5
overst	0	0	0	6	5	0	0	0	6	5
the-multitouch	0	0	0	6	5	0	0	0	6	5
metro	0	0	0	6	5	0	0	0	6	9
smoother-and	0	0	0	6	5	0	0	0	6	5
touch-or	0	0	0	6	5	0	0	0	6	5
ve-play	0	0	0	6	5	0	0	0	6	5
voic-recognit	0	0	0	6	5	0	0	0	6	5
protector-for	0	0	0	6	5	0	0	0	6	5
in-charg	0	0	0	6	5	0	0	0	6	5
